order_id,customer_id,order_date,status,region_code
146,399,2025-05-27 05:17:58,SHIPPED,CENTRAL
147,238,2024-08-09 00:08:18,DELIVERED,NORTH
148,234,2024-10-12 13:37:15,CANCELLED,CENTRAL
149,287,2025-10-06 12:02:08,SHIPPED,WEST
150,314,2026-03-26 00:49:20,DELIVERED,CENTRAL
151,219,2026-04-07 02:55:53,RETURNED,WEST
152,460,2024-11-01 14:55:06,DELIVERED,WEST
153,231,2025-01-18 07:40:50,DELIVERED,EAST
154,393,2026-02-25 00:54:34,DELIVERED,SOUTH
155,141,2025-06-07 15:49:10,PLACED,EAST
156,121,2025-01-28 01:08:12,SHIPPED,CENTRAL
157,42,2024-10-16 11:28:46,SHIPPED,WEST
158,356,2024-10-27 16:29:47,DELIVERED,NORTH
159,213,2025-05-13 14:12:10,SHIPPED,WEST
160,213,2024-08-18 08:43:01,SHIPPED,WEST
161,200,2026-06-03 19:24:42,DELIVERED,NORTH
162,439,2026-05-16 00:37:48,DELIVERED,WEST
163,245,2024-07-05 13:54:39,RETURNED,EAST
164,386,2025-04-29 21:52:40,CANCELLED,WEST
165,276,2026-02-01 14:42:07,DELIVERED,CENTRAL
166,460,2024-12-19 07:08:21,DELIVERED,EAST
167,224,2025-07-13 05:01:22,PLACED,EAST
168,343,2025-12-10 12:07:20,DELIVERED,SOUTH
169,431,2025-06-29 00:47:01,RETURNED,CENTRAL
170,274,2024-07-21 22:41:27,RETURNED,CENTRAL
171,289,2025-11-27 23:12:40,PLACED,WEST
172,70,2026-05-05 07:16:49,DELIVERED,NORTH
173,134,2025-04-21 00:00:00,SHIPPED,WEST
174,168,2025-03-20 03:27:58,DELIVERED,WEST
175,143,2026-02-05 00:00:00,RETURNED,WEST
176,130,2026-04-10 11:52:03,PLACED,NORTH
177,384,2025-08-23 00:00:00,PLACED,EAST
178,115,2025-11-17 23:33:51,PLACED,NORTH
179,387,2024-07-25 02:26:27,RETURNED,SOUTH
180,430,2024-07-16 19:54:39,DELIVERED,SOUTH
181,65,2025-07-03 19:49:04,DELIVERED,CENTRAL
182,486,2024-12-17 07:09:12,DELIVERED,EAST
183,393,2025-04-13 12:42:16,SHIPPED,CENTRAL
184,494,2026-02-01 00:00:00,DELIVERED,SOUTH
185,494,2025-02-27 14:11:08,PLACED,NORTH
186,476,2025-02-28 07:18:16,DELIVERED,WEST
187,204,2026-01-07 08:50:24,SHIPPED,CENTRAL
188,354,2026-04-07 02:58:38,DELIVERED,NORTH
189,357,2026-02-21 00:05:14,SHIPPED,CENTRAL
190,413,2024-10-03 00:37:47,DELIVERED,CENTRAL
191,401,2024-08-01 21:35:02,SHIPPED,WEST
192,339,2025-04-14 19:56:30,PLACED,EAST
193,7,2026-04-21 21:14:15,DELIVERED,WEST
194,55,2025-06-02 17:27:42,RETURNED,WEST
195,363,2024-10-27 00:00:00,DELIVERED,CENTRAL
196,495,2025-11-18 05:24:18,SHIPPED,CENTRAL
197,397,2025-07-11 13:02:48,DELIVERED,CENTRAL
198,138,2025-03-08 08:11:34,CANCELLED,NORTH
199,143,2026-05-16 18:47:47,DELIVERED,WEST
200,292,2025-10-18 01:24:27,DELIVERED,EAST
201,15,2025-07-19 22:32:27,CANCELLED,SOUTH
202,250,2024-12-12 18:12:02,DELIVERED,EAST
203,175,2025-02-03 05:12:43,CANCELLED,EAST
204,285,2024-07-08 21:13:49,DELIVERED,SOUTH
205,44,2025-01-04 11:12:10,DELIVERED,WEST
206,285,2026-02-09 21:12:48,SHIPPED,WEST
207,331,2026-01-04 21:42:15,DELIVERED,NORTH
208,48,2025-02-14 12:56:55,SHIPPED,SOUTH
209,157,2025-11-28 17:06:42,DELIVERED,WEST
210,284,2025-08-17 09:06:07,SHIPPED,CENTRAL
211,170,2025-03-31 06:13:24,DELIVERED,EAST
212,157,2025-01-12 06:30:15,SHIPPED,SOUTH
213,162,2024-10-01 20:39:42,DELIVERED,SOUTH
214,99,2024-12-16 01:42:07,DELIVERED,EAST
215,371,2025-10-01 00:00:00,RETURNED,CENTRAL
216,306,2025-02-05 19:28:41,RETURNED,SOUTH
217,UNKNOWN,2025-02-16 00:00:00,SHIPPED,SOUTH
218,155,2024-07-11 23:44:40,DELIVERED,SOUTH
219,141,2024-08-05 08:28:26,RETURNED,CENTRAL
220,150,2025-12-24 16:48:08,RETURNED,WEST
221,53,2026-05-09 20:40:30,PLACED,EAST
222,241,2025-07-07 19:52:46,DELIVERED,SOUTH
223,495,2024-08-09 21:43:53,SHIPPED,WEST
224,59,2026-03-31 13:20:47,PLACED,WEST
225,38,2025-09-22 04:27:14,DELIVERED,NORTH
226,78,2024-10-24 21:14:40,CANCELLED,EAST
227,44,2025-01-09 18:36:53,PLACED,WEST
228,311,2025-10-07 00:36:35,DELIVERED,SOUTH
229,398,2025-08-10 21:27:29,DELIVERED,WEST
230,153,2026-04-30 00:00:00,DELIVERED,WEST
231,157,2025-09-15 16:01:17,DELIVERED,CENTRAL
232,492,2026-01-26 20:15:52,PLACED,SOUTH
233,321,2024-12-11 21:47:41,SHIPPED,NORTH
234,81,2025-01-03 07:24:39,SHIPPED,NORTH
235,81,2024-07-03 01:52:44,DELIVERED,CENTRAL
236,241,2025-02-12 00:00:00,PLACED,EAST
237,362,2025-02-05 14:15:08,DELIVERED,WEST
238,37,2025-12-16 21:47:01,SHIPPED,EAST
239,404,2026-03-07 13:55:37,DELIVERED,SOUTH
240,218,2024-09-28 03:35:07,DELIVERED,SOUTH
241,466,2025-01-23 07:44:53,CANCELLED,NORTH
242,31,2024-11-06 21:01:29,DELIVERED,CENTRAL
243,384,2026-04-02 04:57:10,DELIVERED,EAST
244,225,2024-10-05 14:07:12,DELIVERED,EAST
245,359,2025-05-09 15:18:09,RETURNED,CENTRAL
246,277,2025-07-19 13:00:36,DELIVERED,CENTRAL
247,21,2026-05-22 20:02:39,DELIVERED,EAST
248,310,2025-01-11 11:11:45,PLACED,SOUTH
249,493,2025-12-06 17:49:57,CANCELLED,CENTRAL
250,301,2024-07-17 02:43:23,RETURNED,EAST
251,296,2024-08-01 05:58:21,DELIVERED,SOUTH
252,241,2025-08-08 02:11:13,DELIVERED,EAST
253,93,2025-09-28 15:20:06,DELIVERED,WEST
254,497,2024-09-09 20:52:54,DELIVERED,WEST
255,171,2025-03-07 08:57:34,DELIVERED,SOUTH
256,169,2025-05-16 17:37:14,DELIVERED,EAST
257,340,2025-05-08 00:58:15,CANCELLED,CENTRAL
258,19,2025-06-19 06:34:10,PLACED,EAST
259,UNKNOWN,2025-03-09 02:15:36,PLACED,WEST
260,443,2025-08-04 16:46:09,CANCELLED,NORTH
261,337,2026-05-07 06:11:04,DELIVERED,WEST
262,28,2024-11-23 16:47:31,DELIVERED,CENTRAL
263,388,2025-07-23 04:35:05,DELIVERED,NORTH
264,105,2025-01-24 10:17:20,DELIVERED,EAST
265,225,2026-05-16 04:10:15,DELIVERED,NORTH
266,15,2025-11-02 08:27:59,DELIVERED,SOUTH
267,364,2024-11-01 00:22:58,SHIPPED,NORTH
268,283,2025-05-13 21:29:51,PLACED,NORTH
269,237,2024-09-30 05:43:39,DELIVERED,SOUTH
270,256,2026-06-25 09:54:47,DELIVERED,CENTRAL
271,362,2025-01-29 09:00:34,DELIVERED,WEST
272,242,2025-01-06 07:28:24,DELIVERED,SOUTH
273,197,2024-11-26 01:14:05,RETURNED,CENTRAL
274,383,2026-05-14 23:49:46,PLACED,NORTH
275,142,2026-02-21 00:00:00,DELIVERED,WEST
276,175,2026-06-26 15:39:08,DELIVERED,EAST
277,421,2024-07-02 23:49:11,SHIPPED,EAST
278,429,2025-09-29 21:18:43,DELIVERED,WEST
279,444,2024-10-24 10:01:09,DELIVERED,WEST
280,UNKNOWN,2025-03-26 00:00:00,SHIPPED,CENTRAL
281,194,2025-06-19 16:14:19,RETURNED,SOUTH
282,358,2025-01-02 11:39:28,DELIVERED,SOUTH
283,439,2026-02-23 09:11:48,DELIVERED,EAST
284,382,2025-07-03 08:54:58,DELIVERED,WEST
285,198,2025-11-28 12:03:23,DELIVERED,SOUTH
286,254,2024-07-29 18:05:44,PLACED,CENTRAL
287,170,2026-05-07 12:23:20,PLACED,WEST
288,UNKNOWN,2024-09-16 10:45:38,DELIVERED,WEST
289,8,2026-01-13 03:19:44,PLACED,SOUTH
290,39,2025-06-30 15:56:20,DELIVERED,EAST
291,174,2025-10-28 02:23:50,DELIVERED,NORTH
292,437,2025-03-13 04:54:23,CANCELLED,CENTRAL
293,195,2025-03-03 22:59:30,DELIVERED,WEST
294,447,2025-08-25 05:16:10,PLACED,NORTH
295,121,2025-11-03 05:41:38,DELIVERED,EAST
296,117,2026-02-01 00:44:02,PLACED,NORTH
297,390,2025-11-05 05:54:56,DELIVERED,NORTH
298,228,2024-11-07 05:15:51,DELIVERED,NORTH
299,24,2025-03-09 22:46:55,DELIVERED,EAST
300,184,2025-04-18 03:32:39,DELIVERED,SOUTH
301,272,2025-05-17 01:12:04,DELIVERED,SOUTH
302,88,2024-11-13 00:00:00,PLACED,WEST
303,UNKNOWN,2025-10-25 08:14:18,DELIVERED,WEST
304,468,2025-09-26 22:50:12,PLACED,WEST
305,327,2025-01-14 06:28:50,DELIVERED,NORTH
306,461,2026-03-17 23:26:51,DELIVERED,EAST
307,347,2025-08-29 13:19:40,SHIPPED,WEST
308,484,2025-03-26 09:48:36,RETURNED,EAST
309,UNKNOWN,2025-11-09 06:40:50,RETURNED,EAST
310,234,2026-04-18 00:00:00,SHIPPED,WEST
311,437,2025-07-11 07:39:04,PLACED,WEST
312,293,2025-04-05 19:29:01,DELIVERED,EAST
313,12,2026-04-06 17:01:17,DELIVERED,EAST
314,5,2025-09-13 13:40:53,CANCELLED,NORTH
315,467,2025-10-15 00:14:10,DELIVERED,EAST
316,398,2026-03-13 11:49:55,SHIPPED,EAST
317,113,2025-11-07 11:25:02,SHIPPED,EAST
318,348,2026-02-07 20:58:55,DELIVERED,SOUTH
319,322,2024-09-14 11:16:00,RETURNED,NORTH
320,159,2026-03-05 12:45:53,DELIVERED,CENTRAL
321,187,2026-01-20 20:10:32,PLACED,EAST
322,168,2026-02-01 14:03:11,DELIVERED,SOUTH
323,68,2026-03-03 21:39:41,DELIVERED,EAST
324,272,2025-07-25 18:07:56,RETURNED,SOUTH
325,132,2026-06-10 23:06:26,CANCELLED,WEST
326,496,2026-03-19 10:02:06,SHIPPED,EAST
327,412,2024-09-28 10:55:08,DELIVERED,NORTH
328,UNKNOWN,2024-10-18 07:54:03,DELIVERED,SOUTH
329,441,2025-12-08 07:35:16,DELIVERED,WEST
330,496,2026-04-18 21:49:11,CANCELLED,EAST
331,47,2026-03-07 03:22:48,DELIVERED,EAST
332,275,2024-10-04 23:51:39,DELIVERED,EAST
333,300,2025-04-22 00:00:00,CANCELLED,EAST
334,56,2025-12-07 03:51:54,SHIPPED,NORTH
335,318,2026-05-18 19:19:55,RETURNED,EAST
336,469,2025-10-17 20:45:23,SHIPPED,NORTH
337,326,2026-04-01 21:46:36,DELIVERED,EAST
338,333,2025-05-14 03:11:11,PLACED,NORTH
339,485,2024-07-29 21:41:03,SHIPPED,WEST
340,60,2024-09-14 11:47:24,SHIPPED,CENTRAL
341,70,2025-04-28 20:53:00,DELIVERED,CENTRAL
342,215,2025-09-30 04:49:03,DELIVERED,SOUTH
343,454,2025-05-19 06:00:29,DELIVERED,WEST
344,316,2025-05-13 23:49:53,RETURNED,EAST
345,17,2025-12-19 03:45:51,DELIVERED,WEST
346,228,2024-12-31 09:27:30,CANCELLED,NORTH
347,UNKNOWN,2025-12-15 14:00:23,DELIVERED,EAST
348,32,2025-05-06 05:51:39,SHIPPED,NORTH
349,486,2026-04-20 16:29:03,CANCELLED,NORTH
350,340,2024-12-12 17:56:20,DELIVERED,CENTRAL
351,498,2024-07-17 14:07:54,PLACED,EAST
352,125,2024-10-06 19:23:28,DELIVERED,SOUTH
353,36,2026-04-06 12:55:32,DELIVERED,SOUTH
354,301,2024-12-15 17:37:29,CANCELLED,SOUTH
355,169,2026-02-22 11:16:35,PLACED,CENTRAL
356,2,2025-02-01 08:46:39,CANCELLED,SOUTH
357,67,2025-08-24 14:20:45,SHIPPED,SOUTH
358,57,2025-11-26 00:00:00,CANCELLED,SOUTH
359,8,2025-04-05 06:07:12,DELIVERED,SOUTH
360,302,2025-03-09 00:00:00,PLACED,EAST
361,27,2024-10-07 10:57:01,DELIVERED,CENTRAL
362,59,2026-01-31 04:12:29,PLACED,WEST
363,399,2025-04-08 04:53:44,DELIVERED,NORTH
364,232,2025-07-27 08:14:02,SHIPPED,CENTRAL
365,23,2026-01-16 20:47:31,DELIVERED,CENTRAL
366,155,2025-06-21 18:31:53,DELIVERED,NORTH
367,32,2025-07-08 00:00:00,CANCELLED,WEST
368,352,2024-09-22 20:33:15,DELIVERED,WEST
369,38,2026-05-30 11:32:51,PLACED,CENTRAL
370,76,2024-08-21 00:24:20,PLACED,CENTRAL
371,325,2025-09-28 15:59:19,DELIVERED,EAST
372,196,2025-10-08 00:11:28,DELIVERED,WEST
373,259,2025-10-14 05:58:24,DELIVERED,NORTH
374,437,2025-11-21 00:00:00,DELIVERED,CENTRAL
375,370,2026-05-04 05:56:46,SHIPPED,WEST
376,455,2024-12-25 11:25:44,DELIVERED,WEST
377,205,2025-05-20 02:36:32,DELIVERED,EAST
378,UNKNOWN,2025-05-28 11:27:27,SHIPPED,EAST
379,192,2024-10-27 13:23:44,DELIVERED,WEST
380,UNKNOWN,2024-08-22 03:27:20,PLACED,NORTH
381,48,2025-06-01 10:45:42,PLACED,EAST
382,416,2024-10-10 01:31:40,DELIVERED,CENTRAL
383,490,2025-09-10 04:43:46,DELIVERED,NORTH
384,211,2025-04-01 15:32:45,CANCELLED,WEST
385,445,2026-06-12 08:33:48,DELIVERED,EAST
386,308,2025-02-28 16:28:10,DELIVERED,CENTRAL
387,260,2024-12-13 05:44:19,SHIPPED,WEST
388,115,2026-04-20 02:20:52,PLACED,CENTRAL
389,189,2024-09-28 00:00:00,DELIVERED,CENTRAL
390,116,2026-03-19 23:41:49,DELIVERED,CENTRAL
391,499,2026-02-17 00:00:00,CANCELLED,CENTRAL
392,346,2025-11-12 04:46:50,DELIVERED,CENTRAL
393,476,2025-11-23 22:51:46,CANCELLED,EAST
394,15,2024-11-18 03:11:57,SHIPPED,EAST
395,472,2025-03-21 22:47:26,DELIVERED,SOUTH
396,446,2024-10-20 06:24:04,DELIVERED,WEST
397,36,2024-10-19 04:44:06,DELIVERED,NORTH
398,47,2026-01-31 12:31:52,DELIVERED,WEST
399,215,2025-06-18 08:34:13,SHIPPED,EAST
400,160,2026-01-12 11:31:25,SHIPPED,CENTRAL
401,306,2024-09-04 23:42:50,CANCELLED,SOUTH
402,81,2026-02-06 23:42:14,DELIVERED,NORTH
403,140,2025-06-10 04:13:28,DELIVERED,WEST
404,311,2025-06-09 08:18:03,DELIVERED,SOUTH
405,387,2025-08-02 22:49:38,PLACED,WEST
406,57,2025-02-06 00:05:48,DELIVERED,CENTRAL
407,250,2025-08-14 06:45:49,DELIVERED,NORTH
408,113,2025-05-04 00:14:37,RETURNED,NORTH
409,4,2024-12-06 18:43:23,SHIPPED,SOUTH
410,393,2024-10-15 14:14:31,DELIVERED,EAST
411,168,2024-10-02 04:40:13,PLACED,WEST
412,90,2024-10-09 08:11:45,DELIVERED,SOUTH
413,257,2025-09-07 00:00:00,CANCELLED,EAST
414,37,2025-05-05 00:00:00,CANCELLED,NORTH
415,224,2024-07-15 00:00:00,DELIVERED,NORTH
416,442,2025-03-01 03:52:23,DELIVERED,CENTRAL
417,208,2026-01-03 02:01:09,DELIVERED,EAST
418,59,2025-05-11 14:20:58,PLACED,EAST
419,88,2026-03-15 09:43:39,RETURNED,WEST
420,426,2025-12-18 15:15:46,RETURNED,NORTH
421,224,2026-04-17 22:19:46,PLACED,WEST
422,302,2025-05-08 00:55:32,DELIVERED,WEST
423,446,2025-02-26 23:56:13,DELIVERED,SOUTH
424,171,2026-02-26 03:48:35,SHIPPED,CENTRAL
425,325,2024-09-27 13:36:38,DELIVERED,SOUTH
426,464,2026-02-23 21:56:34,SHIPPED,SOUTH
427,121,2024-09-18 20:24:55,PLACED,SOUTH
428,89,2025-10-11 21:31:51,SHIPPED,NORTH
429,91,2026-02-21 06:55:57,DELIVERED,WEST
430,387,2025-09-11 20:47:27,DELIVERED,WEST
431,349,2026-06-18 19:29:02,CANCELLED,CENTRAL
432,166,2026-05-03 06:43:45,RETURNED,EAST
433,78,2025-06-07 13:46:23,PLACED,WEST
434,324,2025-02-21 00:00:00,DELIVERED,CENTRAL
435,29,2025-03-31 08:40:42,DELIVERED,EAST
436,237,2025-06-17 00:17:06,PLACED,EAST
437,426,2025-02-08 23:30:13,PLACED,NORTH
438,315,2025-10-05 10:27:01,DELIVERED,WEST
439,298,2025-09-04 13:12:21,RETURNED,NORTH
440,231,2026-06-07 01:55:09,CANCELLED,SOUTH
441,165,2025-10-13 22:07:34,DELIVERED,SOUTH
442,491,2024-08-18 01:24:33,DELIVERED,EAST
443,366,2024-09-04 12:00:32,DELIVERED,SOUTH
444,21,2025-01-09 10:16:39,DELIVERED,WEST
445,269,2025-08-11 00:43:46,DELIVERED,EAST
446,191,2026-06-13 00:00:00,SHIPPED,WEST
447,397,2025-03-20 19:37:14,DELIVERED,NORTH
448,405,2025-11-03 00:34:41,DELIVERED,NORTH
449,169,2024-09-12 09:43:06,DELIVERED,WEST
450,146,2025-01-12 17:32:30,DELIVERED,CENTRAL
451,448,2024-10-25 19:09:43,SHIPPED,CENTRAL
452,340,2024-10-18 20:24:57,RETURNED,EAST
453,496,2025-11-22 13:44:46,DELIVERED,WEST
454,67,2025-10-06 04:22:20,DELIVERED,NORTH
455,159,2025-09-08 03:03:45,DELIVERED,EAST
456,417,2024-10-08 06:14:54,DELIVERED,CENTRAL
457,UNKNOWN,2024-09-11 14:05:22,DELIVERED,WEST
458,261,2025-04-08 00:57:52,PLACED,EAST
459,93,2024-12-14 08:50:26,SHIPPED,WEST
460,99,2024-12-23 23:04:06,RETURNED,SOUTH
461,40,2025-02-15 17:57:51,CANCELLED,NORTH
462,260,2026-02-19 18:08:46,DELIVERED,CENTRAL
463,20,2025-11-27 03:15:19,SHIPPED,CENTRAL
464,68,2025-10-07 21:28:50,DELIVERED,SOUTH
465,93,2026-04-07 17:23:42,DELIVERED,CENTRAL
466,415,2026-06-02 02:43:37,SHIPPED,WEST
467,23,2025-05-16 02:57:34,DELIVERED,SOUTH
468,497,2025-06-11 00:27:50,DELIVERED,WEST
469,120,2025-08-19 18:41:21,SHIPPED,WEST
470,463,2026-04-10 15:38:31,SHIPPED,CENTRAL
471,226,2025-06-24 14:20:18,DELIVERED,WEST
472,258,2025-08-14 16:33:47,DELIVERED,SOUTH
473,419,2024-12-03 02:38:07,CANCELLED,SOUTH
474,447,2025-01-11 04:23:51,PLACED,WEST
475,448,2025-04-15 07:53:42,DELIVERED,NORTH
476,365,2026-04-19 00:34:29,DELIVERED,NORTH
477,146,2024-09-04 03:32:44,DELIVERED,EAST
478,231,2026-06-04 04:07:51,DELIVERED,WEST
479,47,2026-06-08 05:02:33,SHIPPED,WEST
480,453,2025-03-29 12:44:17,RETURNED,WEST
